,text,label
263,自从全民核酸结束，病毒也就不见了。,1
264,防疫结束了不代表疫情结束了。,1
265,上级不给拨款吗？,1
266,国内各城市陆陆续续放松，开放会成为一种必然趋势。前一阵有些朋友跟我讲担心自己和家人会被传染成小阳人，哪怕知道病毒的威力已经小了很多，但还是不太放心，毕竟家里上有老下有小的。朋友说的这些医学上的事，本人作为外行不插嘴，但我还是可以从命理上简单说说哪类人可能容易得肺部类的疾病。,1
267,回应一下今天的热搜？你们的一些市民还在骂我们不知感恩呢？,2
268,全汕头买不到美林，在淘宝买的退烧冲剂也不发货。专家说备着药在家，预防预防我只能说靠抵抗力在预防新冠了。,2
269,12月18号阳的，到现在已经20多天，别的没有症状了，就是一躺下就会有一侧鼻子鼻塞，坐起来马上就好了有没有相同症状的啊，不会是落下鼻炎的后遗症了吧。,1
270,一个建议。爱好者如果真的害怕的话，建议爱好者们搬去方舱。大家都没意见的吧？,1
271,万邦很倔强，万邦表示这锅我不想背。,1
272,新冠后遗症我在阳后二周开始下腹部及胯骨关节肌肉疼，扶他林和布洛芬不见效。疼了一周多不见好转昨天去人民医院骨科见医生。医生一见就笑了，又一位，近来都是类似情况，医生也没有特效药，开了布洛芬缓释胶囊和关节止疼膏，服用一周以上，医嘱减少活动量，注意保暖。骨科医生也是在摸索中，漫漫康复路……,1
273,保定恢复了，给了清零派一记响亮的耳光！悲观和惊恐不安的人，慢慢打消了顾虑，预计中的大崩溃，并没有出现。医疗资源很紧张，但因为并没出现挤兑，依然井然有序。这些天，清零派对疫情前景非常悲观，传出很多质疑的声音，还有一些不良的臆想，甚至有人呼吁，重新封控，恢复全员核酸检测。,1
274,刚刚得到消息，同学老婆走了，病因不详。前几天，一位同学的母亲去世。这两天看网上的消息，心情真的很不舒服。附近的人都羊了，我这银人天天也是忐忑不安，尽量少去人多的地方吧。,2
275,这本该属于我们的盛世与自由，怎么现在却成了庆幸？,2
276,广州陆续恢复堂食，往日的热闹和烟火气回来了！,0
277,不是一直都有吗，自欺欺人吗？,2
278,每次谣言都没有让我失望。,2
279,群众的压力也很大，基本都是手停口停，家境殷实的或许不在乎，但是平凡家庭是真的熬不住。,1
280,广州回归，好日子重新开始，从2019年12月1号的武汉开始，到2022年12月1号广州结束，熬了3年，从遥远的核酸检测到每天的核酸检测，大家能记得自己做过多少次核酸检测了吗？,0
281,后遗症折磨我，身体大不如前，难受。,2
282,没一个冬天不可逾越，没一个春天不会来临。老妈新冠住院，听着医生口中的脑炎，白肺，各种基础病，真瑟瑟发抖.祝愿正在住院的老妈能够平安渡过这个寒冷的冬天！感谢朋友千里迢迢给我们送来急用药品，一方有难，八方支援也看到很多网友也在求药，一定不能病急乱投医，听从专业人员的意见，有备无患总比临时抱佛脚好！绿洲,0
283,放开吧，国家说的就照做吗。能怎么办还能怎么办，不过都是会讲话的哑巴罢了。要不是疫情估计爷爷也不会病情这么加重，也不会还剩短短几个月的寿命。可那又能怎么样呢，还是在放开。不知道第二波毒株又会带走多少苦命人。,2
284,今天经过我院大门，感觉有啥不一样的地方。再回来经过的时候，恍然大悟！门口的帐篷拆了！一个时代结束了！痕迹在逐渐的消退。抗疫，似乎是很遥远的事情了。,0
285,还是自己得带口罩。,1
286,大胆地猜测一下：如果不是央视或其他媒体跟进报道，采访，这两天新冠肺炎感染者的人数肯定没有这么多。,2
287,想的有点美！,2
288,郑州新闻发布会后的第一天，车辆限号，下楼去小区核酸亭子做了核酸。,1
289,回老家过年，村里、亲戚里面没有因为新冠去世的，算是渡过去了，阳了严重的都是去村医挂个水。,1
290,谣言止于智者，为什么呢？因为智者被饿死了。,2
291,病毒依然还在，该戴口罩戴口罩，为自己的健康负责。,1
292,一直吃喝玩乐，没特别忌讳，到现在还没阳过，哈哈。,0
293,阳过一次，复阳的几率有多少？二次感染会不会加重病情？,1
294,天价抗原，天价药。看你现在闹不闹。封控时期要解封，解封时期闹要封。封了骂，不封骂。网络喷子可劲骂。封了有人管，现在好了，你挣的钱够买药的不？,2
295,嗯，近期看过类似的，也就是这三年大家都很不容易，有些人戾气会很大，大家出行能避免冲突的一定要避免。,1
296,如果现在我们就恢复正常的生产生活秩序，可能的后果或者现状是什么样？听听权威专家怎么说？,1
297,每天約30人病逝，只是指染这病株！老尾不断看其他我国疫情，管好自己吧！,2
298,今天是2022年最后一天，准确来说，还有三个半小时就将迎来新的一年。只不过，无数人被留在此时此刻，留在了这混乱不堪的最后一个月。他们的2023，永远都不会到来。再见吧，这见证人性复杂的2022，再也不见。,1
299,疫情过去了，恢复正常生活了。,0
300,面对常态化的疫情防控，对隔离人员的情绪管理非常重要，有关部门应该高度重视隔离者的心理疏导。明天的生活能否重回正常？心里还是没底,1
301,如果前天昨天今天感染病例都是几百几百的上升，然后突然放开，我觉得就是控制不住了，还是有点担心的说实话，核酸点撤了很多，但是很多地方还是有核酸要求，在找地方做核酸就很麻烦，希望真正的放开是没有核酸要求！,2
302,明明只是回到了今年夏天之前的状态而已。都在感恩戴德什么？什么时候可以取消健康码行程码啊？,2
303,老年人是新冠病毒感染的高风险人群，一旦感染，往重症方向发展的几率相比年轻人高很多，除了做好防护，接种疫苗也很关键,1
304,这里只是假设一下——如果以后感染新冠病毒后可以居家隔离，那么你和孩子（一岁以上）在什么情况下会选择就医？,1
305,对于很多小县城，疫情3年，就没有过病例出现，但是最近这波疫情，很多从来没有过病例的小县城也开始爆发疫情了，就那我们那18线小城市来说，前几天突然新增1例确诊，从上到下都慌了。,2
306,回归正常是相对的，已经有家长表示接到课外兴趣班的复课电话，但不敢带孩子去，观察多一段时间再说。幼儿园还没通知正式开课，如果通知，我们可能也要考虑下，毕竟孩子的同学住的范围还是蛮大的。,1
307,广州人民感觉生活一切正常，ip不在广州的就不要说了好吧。,0
308,“你们不过是死了亲人，而我是心中的一小块痛啊”典型的不知人间疾苦的小布尔乔亚式的无病呻吟。,2
309,广州回归日常了？？这是第一个吃螃蟹的人，为广州点赞！,0
310,能不能先把快递通了，我的厚被子再不来孩子要冻死在宿舍了。,2
311,感慨万千，今天回归正常第一天，除了头痛了一天其他还没有发现异常，天气降温大家保重。,1
312,阳了12天了，一直没有完全转阴，持续咳嗽了十天，而且断断续续的低烧，一查没想到肺部已经出现纤维化，不是说不入肺嘛？二十多岁，没有基础病，这段时间也特别注意休息保暖，心态也很好，但是还是入肺了，幸亏早发现早治疗，大家也要多多注意，有持续剧烈咳嗽的情况，一定要尽早就医，不要拖！,1
313,19年开始的疫情到现在非但没有停反而每天越来越严重，说打了疫苗就可以增加免疫力，可是这个疫苗基本80%的人都打了吧？怎么每天还是几百了几千的上涨呢？看看广州那点事吧！15人阳结果复测11人阴。这就是利益，不然建那么多方仓拿来装饰？当蚊香卖100块钱一盒那么-150℃都会有蚊子！新冠疫苗第三针，百足之虫死而不僵，必定是由内开始的！,2
314,为了我嗓子，我妈偏方都给我整起来了，每天还要一直背书，希望我春节的时候嗓子恢复，继续叭叭叭,2
315,可是真的很担心啊，自己无所谓，家里老人真的很担心，怕新一波。,2
316,广州这次放开和之前石家庄明显不一样。南方人民的接受度明显高于北方，网络上没有各种手疼脚疼请假不敢去学校的事情，也没有各种抵制放开的言论，反而感觉网络上很平静，大家做好防护，该干嘛干嘛，回归日常的感觉真好！,0
317,迎来春暖花开。,0
318,广州敢放开，我们学校不敢。明天就润，能润就润，应润尽润。,2
319,我不知道有多少人是打了疫苗一直咳嗽不好的，怎么吃咳嗽药都不好那种！本人以前是感冒都不怎么有，偶尔流鼻涕吃点药就好那种！但是自从打了第一针以后一直咳一咳！然而又必须打，那时候疫情公司要求必须打没有办法！现在已经从咳嗽转为哮喘了，因为长时间的咳嗽，不知道什么时候是个头！该死的疫情，该死的新冠，该死的强打制度！,2
320,后对此类恶性事件的反应回归正向，不再是幸灾乐祸骂声一片，苦海无边不要被榨干，早点上岸多点时间游世界。,1
321,我爸抗原阳性，但是他没症状，我和我妈抗原阴性，我和我妈昨天开始发高烧，昨晚是难受的不行，浑身疼，今天第二天了，比昨天好受一些，会不会反复烧啊？,1
322,老家镇平已经不知道多少轮全员检测了，还好最近快递恢复了。,0
323,这次病毒虽然厉害，但也是欺弱怕硬，只要平时饮食结构合理，没有严重的基础疾病，中招后别紧张、别乱吃药，保证适当的营养，即使94岁的老人也能经住考验！一句话：在战略上要藐视病毒，在战术上要重视病毒！,0
324,免费都这么频繁做核酸，如果收费，那还了得，一天不得做2遍啊！,2
325,是要全面放开了吗？核酸还做不做?,1
326,三年疫情，远在美国的儿子也终于中招了，到今天整整一周。今天视频中，了解了他中招后的过程和感受。一、11月28日，嗓子疼，抗原自测阴性，但为保险起见，和公司说明情况，居家办公。二、11月29日，发烧至38.5°，自己开车去药店购药。三、11月30-12月1日，退烧，但鼻塞，丧失嗅觉和味觉。四、12月2日-今，鼻塞好转，味觉嗅觉恢复，开始流鼻涕、咳嗽，吃止咳药，有很大好转。由于仍有症状，尚未再次抗原测试。从儿子的以上叙述看，感觉新冠至少对年轻人来讲不是特别可怕，今天1个多小时的视频中，没有听到他咳嗽，精神状态也很好。,1
327,所以我就不理解杭州学校出现阳性，为什么以要停课，选择放开了，你停课几天再回去有多大意义？,2
328,新冠昨天，我对一小孩说，你这种轻症状的是不会了解，肺炎一个月还没好的人的情况的。就像你永远不会知道生孩子的痛苦，解释了也没用。懒得解释。,2
329,前天下午去单位，领导家里亲戚有重病人需住院急救，才知道了保定的医院住院好难，重症病人到了急诊，ICU，全科都没有病床，找了二个三甲医院熟人，都说没有病床，好不容易才住进医院，现在新冠对有基础病的老年人影响太大了,2
330,心情很不好。,2
331,现在很多防控措施比较僵化，比如说饭店老板让顾客只有一个人的时候也要戴口罩，吃饭的时候摘下来，下一口不吃之间又戴上，怎么看待这样的情况？怎么去避免,2
332,12月，在全面放开后中招了。有发烧、头重和咳嗽症状，并且嗅觉在短期内受到影响；刀片割嗓子，水泥常灌鼻，全身肌肉酸痛现象。只吃过两粒布洛芬，喝过两次板蓝根颗粒冲剂。做了两次抗原自测，都是阴性，可能试剂的精确度还不够。看来此次新冠病毒还算手下留情。,1
333,这场没有硝烟的“战争”，我们赢了！,0
334,现在可以确定:5号封城纯属谣言了，解封也已经开始了，这都是好消息了！数字也就不纠结了，没啥意思，估计谁都说不清楚！至于消失的十月和康康的故事，最终也就是个故事了！当然，还有凤凰城自由落体的，也不知道啥情况。反正稀里糊涂的，解封了，正常了，可以自由出入了。,0
335,最后一段说得特别对，这个世界最龌龊的人，就是那些本来活得憋憋屈屈，还事事处处去维护那些侵害自己利益的人，好像这样做了，就能给自己的生活带来质的变化。—跪久了，得了斯德哥尔摩综合症。觉得只有跪着才尽显忠诚，才能获得安全。,1
336,反正我回学校过后出门我一定会带口罩消毒的，之前没放开的时候就经常境外输入，确诊没断过，出门反倒放心，现在不管了，我要开始注意了，交通枢纽城市，可不敢放松。,1
337,说实话这么难吗？,2
338,釆访骨科大夫能说明啥？新冠疫情期间，骨科看病的人数不仅不会增加，反而会减少，人们能不出去医院就出不去，能推迟就推迟一下，另外骨折的意外事故也会减少。采访骨科大夫是不是有点牛头不对马嘴。,2
339,感觉72小时核酸还是有必要的,1
340,车水马龙才是国泰民安，回家过年才是年味所在！不知道这两个月那些封K爱好者们看到社会逐步恢复正常，哪哪都人山人海的春运场面心里会不会不是滋味！你们想要的空城静默状态永远都不会再出现！放开6周全国就基本过峰也是欣慰的一件事。这样的话春天中国经济和社会就将快速复苏！没人希望再回到那天天核酸隔离静默的日子了！如果有那就是纯坏了！,0
341,呜呜呜，早上是被同学的电话叫醒的。有同学因为脑血栓去世了，我觉得是因为新冠，大家要注意身体啊！,2
342,疫情有个问题想请教下大家——一、如果新冠是美国制造的，那么中国的放开就等于是在配合放毒。二、如果新冠是自然产生的，那么中国的放开就是在赌运气。三、如果新冠是咱们制造的，那么中国放开就是胸有成竹。作为一个爱国者，应该选择相信哪条？,1
343,砖家预测的春节农村疫情高峰，没有出现，是砖家预测出现问题，还是燃放烟花爆竹起到抑制疫情的作用,2
344,核酸检测机构盈利两位数甚至三位数增长，年报要爆表了。,1
345,不仅仅是县城防疫压力大。现有的考核政策，已经让地方政府永远在动态清零的路上行走。没完没了的奥密克戎和无症状感染人数，成为地方政府压倒一切的工作。为了更快的动态清零，一些地方出现疫情就静默。有的地方老百姓几十天都待在家里，疫情仍然没有结束。,1
346,2022年绝大部分国家都经历了四波重大感染高峰，多为不同突变株所诱导，平均三个月一次。上海交通大学医学院附属瑞金医院教授蒙国宇说，三个月是不至于的，但半年是有可能的。第二波高峰可能在五六月份。根据对周边城市及地区评估，第二波疫情规模将远小于现在，将为现在的25%至50%左右。因此不需要过分紧张。,0
347,突然消失的感觉，很多人不戴口罩，这边大家都阳过。,1
348,亿人失业，亿人负债讲真的，别不好意思搞副业…给自己多一份抵抗风险的能力，给自己多一个分岔路口选择和筹码，别走投无路后，再想去做选择，来不及应对，未雨绸缪真的很重要。,1
349,为什么连续六天不给中原区国棉一厂的居民做核酸？,1
350,现在，请大家自行去点击发布时间段为11月的疫情相关热搜词条，查看那些发布了反对封控言论的账号有多少在12月初开始就销声匿迹了。其中有多少又是仅仅在22年下半年才有使用痕迹的，仔细想一想当初点燃你情绪的人到底是谁？仔细想一想当初煽动你愤怒的人到底是谁？那些藏在人民队伍里喊口号的人到底是谁？我不帮你下结论，你自己认真去看就可以得出结？,2
351,加强自我防护意识。,1
352,不看健康码才是回归日常！,1
353,再提疫情的人用心不良,2
354,已然普世的新冠，正如此现实而残忍地加速着黄昏，那些扬言“小感冒”和“无症状”，如今又在推销药品和器材的人，能不能先一步日落呢？新年尚未来，可几乎大多数人都完成了迎“新”。平安和健康又成了最重要的词，和战火纷飞的年代一样。,1
355,笑死，说的就跟下面老百姓没有压力似的。,2
356,疫情当前，我只能用画笔为大家祈福！愿疫情快快散去，所有人都能回归到自己想要的生活！,0
357,防疫爱好者又开始了？害怕的直接进方仓自我隔离，别把你的愚蠢释放到靠理性支撑运行的社会上。,2
358,疫情防控，不但需要物资，还要投入人力。理解！,0
359,开学前几天同门二次感染了，腹泻加高烧7天，现在还没来呢,1
360,上海的实践证明：清零才有未来，躺平人财两空！上海12月12号1+9例，19号4+35例，昨天25号11+78例，肉眼可见的快速增长。如果有一个城市控制不了，每一个城市都不能幸免，最后的结果是每个省市都会出台自己的防疫政策，以邻为壑，跨省市的流动将大幅减少，这绝对不是我们所愿意看到的，这对全国的经济将有极大的负面影响。,2
361,朋友们，没有弄清楚病毒消失的原因之前，希望还要小心谨慎，千万不要掉以轻心，保证睡眠质量，注意卫生，增强自身免疫力才是硬道理，祝朋友们春节快乐，身体健康。,0
362,还是纪念一下阳的过程吧，12月17日至12月23日，虽然我是刀片羊，雪中送炭的药真暖心，感谢亲爱的小伙伴们，永远爱你们！,0
363,我不知道该说什么，在我决定转发的时候，又多了两条回答，我连其中十分之一都没读完，也没勇气读下去了，那些之前凭子虚乌有狂吃人血馒头，却在千万倍事实面前装聋作哑的畜牲，我希望有一天，你的家人有机会也成为其中一个答主，答的，是你！这不是一个口说无凭的年代！血债一定要血尝！,2
364,身边的朋友多多少少感冒发烧咳嗽了就诊的医院现在都不接纳了只能说自己保护好自己吧,1
365,放开以后这个传播速度真的吓人，尤其我国人口密度这么大，我同学刚转阴，出去去了趟超市回来又阳了，当晚就发起低烧……说不难受是不可能的，我们医疗条件又那么差，民众又喜欢抢药，我对未来能不能经济变好真不乐观。,2
366,下次再讲大道理前先把自己的新冠病例单亮出来我再考虑考虑听你讲。凡是求开放的非蠢既坏，你要死别拉其他人下水嗷。一边求开放一边宣传新冠是“小感冒”既然是小感冒你先以身试法当个六子让大家看看到底几碗粉，大家也不是束手旁观之人。说腐败的，平常也没见这没多人出来声讨，怎么地是你们那漂亮国牌狗粮到货了？别跟我杠嗷，你杠就是你对。,2
367,想问下广州现在阳了要进方舱吗,1
368,除了广州，再看看成都。在疫情防控上，深圳的视野像个小山村。,2
369,希望大家保护好自己，自由生活。,0
370,能说说你们都复工了没有吗？,1
371,有时候感叹经历，回看2020年，如果没有新冠疫情，所有一切都可以扭转，所有一切都会变好，逝去的不能再回来，眼前的好好珍惜。,0
372,疫情下普通人生活入不敷出的比比皆是，比较庆幸的是我还没刷爆自己的信用卡。,1
373,网络真的都是二极管啊，毒性弱归毒性弱，现在新冠的恐怖的地方根本不是毒性强弱，而是可以反复感染反复破坏免疫系统。的确普通人的一次的确没什么问题，第一次感染的确跟普通重感冒没什么区别，但等你反复感染多几次免疫系统就差不多没了。不合理封控跟过渡管制肯定是有问题，但是盲目放开问题更大！,2
374,什么？还排上长龙了？你们难道没看吗？阳了发烧就居家隔离，吃退烧药，去什么门诊？你们难道还没有准备好药吗？你们的信息是多么闭塞，赶紧看看放开这几天全国各地网民的做法吧。,2
375,现在来个全市核酸结果都不敢发吧,2
376,最初的新冠病毒和现在的新冠病毒，比大清刚成立时的八旗军和清末的八旗军差别还大，但都是八旗军。杀伤力差多了，就有些配不上“疫情”这个称呼了。,1
377,感染第6天，一侧膝盖疼，平着也疼，打弯也疼，有没有一躺下就咳嗽的人，就是刚睡着就会咳醒，咳得很厉害，没法入睡，站着还好点，只要躺下就咳得特别严重，好不容易睡着，在梦中咳的一醒来就吐了，一晚上都这样。,1
378,躺平派也好，封控派也罢，目前的趋势就是要逐步放开，这是未来的大势，无法改变。趁着这个空挡，储备一些感冒药，多锻炼一下身体吧。,1
379,就是什么都不知道，然后封着。,1
380,什么叫恢复正常？那就是不再查验核酸的同时，要彻底取消所谓的健康码！一边取消核酸检测采样，一边商场银行写字楼又继续查验48小时核酸及绿码就太操蛋了，政策规定一定要及时跟进好吗？包括外地对待从广州过去的人的规定，也不应该再查这些毫无实际意义的健康码！,2
381,广东东莞城南派出所能不能别天天机器人全号段无差别电话骚扰了啊，人在山东天天核酸，从来没路过过你那里，别给我打电话了，很烦,2
382,是啊！我们这个西北边陲的县级市，已经长期静默89天了。,2
383,果然跟上次石家庄一样，依旧有人在骂，我除了羡慕还有啥可说的，啥时候能轮到我这破地儿。,1
384,全世界早就回归正常了（除我们国家）外，看看全世界哪个国家因为回归正常而造成了医疗挤兑和哀鸿遍野？大家不要去听信那些无良的专家胡言乱语，做好自己是自己的第一健康管理人。,1
385,年初一一大早去天津走亲戚，吃完午饭在古文化一条街感受年味儿，真可以用“人山人海”来形容！感觉是人贴人往前移动，好几年没有见到过这么密集的人群了，百感交集啊。没有什么能够阻挡，你对自由的向往。,0
386,新冠，太可怕了。中旬以来，每天，真的是每天，朋友圈都有老人去世。住在市医院隔壁，从早到晚都有救护车的声音。今年这个年，该有多少家庭失去笑声。,2
387,日常是什么？是车水马龙，是人潮汹涌，是万家灯火。,1
388,为什么突然停止核酸检测，也不公布中低风险小区，12345直接通话结束，现在连排队的资格都没了？,2
389,这放开的速度感觉好似从ICU捞出来直接送到KTV。,2
390,最近有些浑身不得劲儿，不知道还会不会有其他症状。,1
391,其实我真的很想问一下？有没有大规模的扩建icu！以及相应的医护人员的培养？过去的两年，咱不说三年，第一年都是忙乱的，有没有计划！这么大一个国家，总感觉一点总体计划没有！是没计划？还是缺少敢负责的人？不敢负责就换人行不行？有时候真的以为搞大一统到底好还是不好！,2
392,三年的防疫经验，结果是无数的老人死去，救命物品疯狂抬价，药品买不到，医疗挤兑，各式各样的黄牛，偷盗快递药品。,2
393,近六万人没能熬过这个冬天，该数据还是医院统计，还有很多未去医院的，还是那句话，没有任何提前预告、准备、预演的放开，是严重的不负责任！,2
394,每天約30人病逝，只是指染这病株！管好自己吧！,1
395,首先，动机肯定是好的，为了更好的防控，但是做得如何科学是最重要的。精准防控、科学防控是最关键的，不论是地方部门也好，还是个人也好，都是强调科学强调结合实际的可操作性。,0
396,有没有人能告诉我，新冠后照CT肺部有白点，是否具有传染性？后怕。我们老板今天下班后在办公室说他的肺部有白点，他天天在办公室咳得要死要死的，然后他天天不戴口罩，天天来办公室，前两天也还开年会，一大群人一起吃饭。不知道完犊子了没？瑟瑟发抖。,2
397,国家保护人民三年。2022年的冬天，每个人用炽热的身体与病毒进行着最后的抗争，以世所罕见的感染速度与病毒进行着赛跑。这是最后的战斗，每个人都公平地站在起跑线上，但并不是所有人都能到达温暖的终点。马上进入2023了，好好告个别吧。这糟糕的2022，终于走了，再也不见，再也不想回忆。希望2023年，这个人间能够得到善待！,1
398,嗯，有种茫茫然。,2
399,高兴的太早了，过几周再看吧。,2
400,好像就我不太开心。原因有很多，不是说不喜欢这种“烟火气”，而是社会面还有那么多。自己年轻还好，老年人小孩子怎么办？有朋友昨晚就和我吐槽自己老家多了，都是这边回去的，其他地方的医疗也不知道扛不扛得住。,2
401,失去的东西休想弥补回来。,2
402,万万没想到，小灰也确诊阳性了。,1
403,我这都恢复以前生活了，新冠？不熟！,0
404,我真的很认真的问问大家，我阳康快一个月了，为什么嗅觉和味觉还是特别不灵敏，闻不到洗发水味甚至，我很焦虑，有没有友友分享一下。,2
405,我觉得我这种在外地租房子，上一天班给一天钱，结果现在被封的压力更大点。,2
406,后遗症太难受了，不想吃饭觉也睡不好。,2
407,普通老百姓这几年压力都很大啊。,2
408,山东继续开展核酸检测，真的是敏感度和前瞻性极强的表现！同样也是为人民百姓负责任的表现，安全就是管出来了，放任和无为而治就是不作为！,0
409,放开之后新冠仿佛一夜之间消失了，现在听到核酸新冠有种陌生感觉，身边的人都不怎么戴口罩了。,1
410,12月，在全面放开后中招了。有发烧、头重和咳嗽症状，并且嗅觉在短期内受到影响；无刀片割嗓子，无水泥常灌鼻，无全身肌肉酸痛现象。只吃过两粒布洛芬，喝过两次板蓝根颗粒冲剂。做了两次抗原自测，都是阴性，可能试剂的精确度还不够。看来此次新冠病毒还算手下留情。,1
411,后遗症...嗅觉变得不灵敏了容易烦躁。,1
412,建议对这次制造恐慌的环节追责呢，不能再这么无法无天了。,2
413,我现在都没完全缓过来。,2
414,饭要一口一口吃，广州这样太快了，不看好。,2
415,疫情爆发的3年来，核酸检测经历了高价到免费，到白菜价的调整过程，价格从单次多人混检上百元降到今天的3-5元。客观来说，3-5元并不算高，但现在基本很多地方实行常态化核酸检测，比如要求进入公众场所需持48小时核酸阴性证明的规定。,1
416,很多老科学家走了，很多老革命走了，很多为我国呕心沥血的老人家走了。他们走过了多少坚难险阻，却趟不过新冠。,2
417,我说，现在到处开麦的是不戴口罩到处吐痰又害怕自己阳性病危的是吗？封控的时候又骂封控解封的时候又骂解封，网络喷子让上帝你造个别的地球生活吧（来自封控一个多月叫了第一顿外卖庆祝的广州人。,2
418,"政策跟进社会现状更改优化是好事,放宽的同时另一方面也在加强预防和防控措施,疫情以来第一次被封的我还在继续被封控着嘞!",0
419,有多少人是发烧自己吃药，坚持上班的。,1
420,大多数各个感知，我们觉得年轻人得了新冠没什么，然而，实际数据不容乐观25-44岁之间，新冠这三年，因心脏病死亡增加了30%，因为什么我们的心脏更不好了？真可怕疫情,2
421,说实话这么多阳性，一下解放以后阳性会越来越多，毕竟社会面还是有阳性，这样封控的地方就越来越多。一发也不可收拾了。自求多福了。,2
422,日本上一波疫情死亡人数创3年新高，美国xbb病毒感染比例仅一个星期登顶，卡塔尔新冠重复感染率达到40%，2022年12月至2023年1月末，我国在院感染死亡5.8万例，我不懂你说的跟19年一样是那部分一样？,2
423,你放屁！把场所码也撤啊,2
424,不测当然没有，真的是小地方疫情三年没有一例，这一放直接带回一批阳了的人，不予评价，到底是好是坏由时间来见证，希望我和我的家人平平安安。,1
425,总感觉最近的热搜怪怪的。但又说不上为什么？,1
426,如今是群体免疫了，但是并不如同一些人的理解是国家不理我们了，而是有全民普及疫苗为基础，如此的群体免疫才更为科学和减少病毒带来的危害。一些人是见不得国家的疫情防控是成功的啊，哪怕在事实面前还不认可自己的歪理,1
427,广州动了很多大佬的奶酪，肯定会被批评报复，不信走着瞧！,2
428,看明白了，放开了也骂，不放开也骂。,1
429,成本代价最终不还是小老百姓承担了？,2
430,我不是正，也不是反。。因为我不在煲汤省，但希望有慢性病的多备，避免风险，也希望现在开心的人，后面别再变脸。提前祝新年快乐,1
431,按照学校的统计数据推算，最先放开的保定已经达成了群体免疫。,1
432,近期准备要自费核酸了，所以很多热搜开始铺垫各种压力大，最后苦的都是百姓。,2
433,上班两周了，周边同事都阳了一遍了，我仍然没有发烧感冒得症状。,1
434,重点从业人员7天两检，每次13块左右。我好烦啊！,2
435,现在疫情话题纷纷扰扰，有些图文，视频言论要看看出处与时间。不要被之前正确答案，当成现在的回答。,1
436,疫情之下的凌晨把我打回了原始人饿了得出门觅食要么晚餐得吃饱外卖上人均20元以下没有20-40元跨两个区的商家但是100起送配送费十几二十这才十二点呀疫情之前三四点点麻辣烫都可以快点结束吧,1
437,有人放毒吧？,1
438,祖国和人民不会忘记你们！哀悼抗击新冠疫情牺牲烈士和逝世同胞。,0
439,所幸我们总算爬出了那个巨大的泥坑，虽然满身疲惫和伤痕，但好在还活着。,0
440,害怕就别出门，早晚要过这一关，加油大广州！,0
441,确诊人数可以如实上报吗？,2
442,广州去往其他各地还有什么政策吗？,1
443,天上人间，如果真值得歌颂，也是因为日常，才会变得闹哄哄！,1
444,某中原大省的国际城市，目前就像围城里说的:围在小区里的出不去，堵在小区外的进不来。或许某天都可以进出了，估计外面的也不想进去了，里面的也不想呆这了！估计该国际城市会说:来吧来吧，可甜可便宜去求吧，我才不上当呢。,2
445,回归日常个屁，昨晚有人出去吃饭阳了，很多核酸点撤了，常规性核酸也不做了，随时感染新冠，还不知道会感染多少次！,2
446,现在的人们都怎么了，问候从“你吃了吗”全变成了“你阳了吗”，难道新冠不是病么，明明可以好好防护尽量不得或者晚的病，难道现在已经跟吃饭一样平常事了吗？难道对自己的防护错了嘛…就应该人人不戴口罩大街上撒花么？大家怎么好像因为一场疫情，观念可以扭曲成这样。难道不阳不应该么？,1
447,春节能不能改到四月中旬，不冷不热。因为古代是春节没有多少农活做，所以冬天很冷时候才定为春节。现在情况完全不同了，是工业社会了，不是农业社会，应该改变，从善如流。,1
448,搞热点呗，毕竟弄了3年，大家都怕，每天车祸癌症死的人也不少，没人报道的,2
449,能过个好年了。,0
450,还有哪些人和我一样，阳康后快一个月了，静躺静坐休息都心跳强有力，心率都比平时高都在80以上，动一下身就90多了，这个还是静躺时候，按平时都是60多，站起来就上100多，不能正常走路，又累又喘，除了有点轻度肺炎，检查心肌主要的肌钙蛋白没问题，请问这到底是什么病？,1
451,其实疫情没有离开，我个人觉得不太好，因为安全受到威胁了，甚至都没有地方做核酸了，特别不方便。,2
452,今天才知道，一直在群里跳脚的某些防疫爱好者，人家是入了核酸工厂的股的你们这么一闹，人家不是赚不到钱了吗！,1
453,特别是农业县，财政自给能力不足，又需养那么公职人员，财政压力可想而知，核酸免费支出费用巨为，况且提供服务都民营医疗公司，己经完全市场化，仅财政负担部分重要岗位工作人员免费核酸费用，其他需自费，想检就检，反正它是自限性疾病了，专家都己讲清楚了，减轻县城抗疫压力。,1
454,根据对XBB及其亚分支一些变异位点的研究，目前认为它是免疫逃逸能力最强的变异株。李侗曾解释说，这一结论来自于国外一些研究团队的观察，但XBB具体会让保护期缩短多久，还有待进一步研究。一句话我很紧张。,2
455,停电停水了，被窝里嗷嗷冷,2
456,幸运的我，但我们一家还没有阳过来。,1
457,"一个时代结束了。“孤勇者”走进人群,融化成这城市里最普通的烟火气。那些鲜为人知的昼夜与黎明，也将一并消失。",1
458,各位已经分不清生活和活着了，现在是活着，2019是生活，那个才是日常！,2
459,沈阳的夜景还是很美！心情放松的逛了一圈！爷爷奶奶很平稳！他们的老年基础病没有对他们有很大的影响，虽然暂停了一些药！感谢冯医生，感谢护士小姐姐！更要感谢卖药的大哥！虽然辉瑞药是国外的，你不是神药！但却真的帮爷爷奶奶减轻了痛苦，希望没有其它的后遗症！在这里对你们说感谢!,0
